"word","meaning","pos","belong","pron_uk","pron_us"
"adventure","adventure","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/adven/adventure__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/adven/adventure__us_3.ogg"
"adverse","adverse","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/adver/adverse__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/adver/adverse__us_2_rr.ogg"
"advertise","advertise","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/adver/advertise__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/adver/advertise__us_1.ogg"
"advertisement","advertisement","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/adver/advertisement__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/adver/advertisement__us_2_rr.ogg"
"advertising","advertising","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/adver/advertising__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/adver/advertising__us_1.ogg"
"advice","advice","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advic/advice__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advic/advice__us_1.ogg"
"advise","advise","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advis/advise__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advis/advise__us_1.ogg"
"advocate","advocate","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advoc/advocate__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advoc/advocate__us_2.ogg"
"advocate","advocate","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/adv/advoc/advocate__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/adv/advoc/advocate__us_1.ogg"
"aesthetic","aesthetic","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aes/aesth/aesthetic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aes/aesth/aesthetic__us_1_rr.ogg"
"affair","affair","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aff/affai/affair__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aff/affai/affair__us_2.ogg"
"affect","affect","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aff/affec/affect__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aff/affec/affect__us_1.ogg"
"affection","affection","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aff/affec/affection__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aff/affec/affection__us_1.ogg"
"afford","afford","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aff/affor/afford__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aff/affor/afford__us_1.ogg"
"affordable","affordable","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aff/affor/affordable__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aff/affor/affordable__us_1.ogg"
"afraid","afraid","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/afr/afrai/afraid__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/afr/afrai/afraid__us_2.ogg"
"after","after","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/after__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/after__us_2.ogg"
"after","after","conjunction","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/after__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/after__us_2.ogg"
"after","after","preposition","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/after__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/after__us_2.ogg"
"aftermath","aftermath","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/aftermath__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/aftermath__us_1.ogg"
"afternoon","afternoon","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/afternoon__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/afternoon__us_2.ogg"
"afterwards","afterwards","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aft/after/afterwards__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aft/after/afterwards__us_2.ogg"
"again","again","adverb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aga/again/again__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aga/again/again__us_1.ogg"
"against","against","preposition","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aga/again/against__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aga/again/against__us_1.ogg"
"age","age","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/age__/age__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/age__/age__us_1.ogg"
"age","age","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/age__/age__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/age__/age__us_1.ogg"
"aged","aged","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/aged_/aged__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/aged_/aged__us_1.ogg"
"agency","agency","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/agenc/agency__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/agenc/agency__us_2.ogg"
"agenda","agenda","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/agend/agenda__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/agend/agenda__us_2.ogg"
"agent","agent","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/age/agent/agent__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/age/agent/agent__us_2.ogg"
"aggression","aggression","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agg/aggre/aggression__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agg/aggre/aggression__us_1.ogg"
"aggressive","aggressive","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agg/aggre/aggressive__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agg/aggre/aggressive__us_1.ogg"
"ago","ago","adverb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ago/ago__/ago__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ago/ago__/ago__us_1.ogg"
"agree","agree","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agr/agree/agree__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agr/agree/agree__us_1.ogg"
"agreement","agreement","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agr/agree/agreement__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agr/agree/agreement__us_1.ogg"
"agricultural","agricultural","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agr/agric/agricultural__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agr/agric/agricultural__us_1.ogg"
"agriculture","agriculture","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/agr/agric/agriculture__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/agr/agric/agriculture__us_1.ogg"
"ah","ah","exclamation","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ah_/ah__g/ah__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ah_/ah__u/ah__us_2.ogg"
"ahead","ahead","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ahe/ahead/ahead__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ahe/ahead/ahead__us_1.ogg"
"aid","aid","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aid/aid__/aid__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aid/aid__/aid__us_1.ogg"
"aid","aid","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aid/aid__/aid__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aid/aid__/aid__us_1.ogg"
"aide","aide","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aid/aid__/aid__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aid/aide_/aide__us_1.ogg"
"AIDS","AIDS","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aid/aids_/aids__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aid/aids_/aids__us_1.ogg"
"aim","aim","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aim/aim__/aim__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aim/aim__/aim__us_1.ogg"
"aim","aim","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/aim/aim__/aim__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/aim/aim__/aim__us_1.ogg"
"air","air","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/air/air__/air__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/air/air__/air__us_1.ogg"
"aircraft","aircraft","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/air/aircr/aircraft__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/air/aircr/aircraft__us_1.ogg"
"airline","airline","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/air/airli/airline__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/air/airli/airline__us_1.ogg"
"airport","airport","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/air/airpo/airport__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/air/airpo/airport__us_1.ogg"
"alarm","alarm","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ala/alarm/alarm__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ala/alarm/alarm__us_1.ogg"
"alarm","alarm","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ala/alarm/alarm__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ala/alarm/alarm__us_1.ogg"
"albeit","albeit","conjunction","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/alb/albei/albeit__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/alb/albei/albeit__us_1_rr.ogg"
"album","album","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/alb/album/album__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/alb/album/album__us_2.ogg"
"alcohol","alcohol","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/alc/alcoh/alcohol__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/alc/alcoh/alcohol__us_1_rr.ogg"
"alcoholic","alcoholic","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/alc/alcoh/alcoholic__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/alc/alcoh/alcoholic__us_2_rr.ogg"
"alert","alert","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ale/alert/alert__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ale/alert/alert__us_1.ogg"
"alert","alert","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ale/alert/alert__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ale/alert/alert__us_1.ogg"
"alert","alert","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ale/alert/alert__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ale/alert/alert__us_1.ogg"
"alien","alien","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/alien/alien__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/alien/alien__us_1_rr.ogg"
"alien","alien","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/alien/alien__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/alien/alien__us_1_rr.ogg"
"align","align","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/align/align__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/align/align__us_1.ogg"
"alignment","alignment","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/align/alignment__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/align/alignment__us_1.ogg"
"alike","alike","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/alike/alike__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/alike/alike__us_1.ogg"
"alike","alike","adverb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/alike/alike__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/alike/alike__us_1.ogg"
"alive","alive","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/ali/alive/alive__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/ali/alive/alive__us_2.ogg"
"all","all","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all__/all__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all__/all__us_1.ogg"
"all","all","determiner","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all__/all__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all__/all__us_1.ogg"
"all","all","pronoun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all__/all__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all__/all__us_1.ogg"
"all right","all right","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all_r/all_right_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all_r/all_right_1_us_3.ogg"
"all right","all right","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all_r/all_right_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all_r/all_right_1_us_3.ogg"
"all right","all right","exclamation","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/all_r/all_right_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/all_r/all_right_1_us_3.ogg"
"allegation","allegation","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/alleg/allegation__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/alleg/allegation__us_1.ogg"
"allege","allege","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/alleg/allege__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/alleg/allege__us_1.ogg"
"allegedly","allegedly","adverb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/alleg/allegedly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/alleg/allegedly__us_1.ogg"
"alliance","alliance","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/allia/alliance__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/allia/alliance__us_1.ogg"
"allocate","allocate","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/alloc/allocate__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/alloc/allocate__us_1.ogg"
"allocation","allocation","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/alloc/allocation__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/alloc/allocation__us_1.ogg"
"allow","allow","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/a/all/allow/allow__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/a/all/allow/allow__us_2.ogg"
