"word","meaning","pos","belong","pron_uk","pron_us"
"parental","parental","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/paren/parental__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/paren/parental__us_1.ogg"
"parish","parish","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/paris/parish__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/paris/parish__us_1.ogg"
"park","park","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/park_/park__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/park_/park__us_1.ogg"
"park","park","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/park_/park__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/park_/park__us_1.ogg"
"parking","parking","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parki/parking__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parki/parking__us_1.ogg"
"parliament","parliament","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parli/parliament__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parli/parliament__us_1.ogg"
"parliamentary","parliamentary","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parli/parliamentary__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parli/parliamentary__us_1_rr.ogg"
"part","part","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/part_/part__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/part_/part__us_1.ogg"
"part-time","part-time","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/part_/part_time_1_gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/part_/part_time_1_us_1.ogg"
"partial","partial","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/partial__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/partial__us_1.ogg"
"partially","partially","adverb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/partially__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/partially__us_1.ogg"
"participant","participant","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/participant__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/participant__us_1.ogg"
"participate","participate","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/participate__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/participate__us_1.ogg"
"participation","participation","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/participation__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/participation__us_1.ogg"
"particular","particular","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/particular__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/particular__us_1.ogg"
"particularly","particularly","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/parti/particularly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/parti/particularly__us_1.ogg"
"partly","partly","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/partl/partly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/partl/partly__us_1.ogg"
"partner","partner","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/partn/partner__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/partn/partner__us_1.ogg"
"partnership","partnership","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/partn/partnership__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/partn/partnership__us_1.ogg"
"party","party","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/par/party/party__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/par/party/party__us_1.ogg"
"pass","pass","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/pass_/pass__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/pass_/pass__us_1.ogg"
"pass","pass","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/pass_/pass__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/pass_/pass__us_1.ogg"
"passage","passage","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passa/passage__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passa/passage__us_5.ogg"
"passenger","passenger","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passe/passenger__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passe/passenger__us_1.ogg"
"passing","passing","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passi/passing__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passi/passing__us_1.ogg"
"passion","passion","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passi/passion__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passi/passion__us_1.ogg"
"passionate","passionate","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passi/passionate__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passi/passionate__us_1.ogg"
"passive","passive","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passi/passive__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passi/passive__us_1.ogg"
"passport","passport","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passp/passport__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passp/passport__us_1.ogg"
"password","password","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/passw/password__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/passw/password__us_1.ogg"
"past","past","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/past_/past__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/past_/past__us_1.ogg"
"past","past","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/past_/past__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/past_/past__us_1.ogg"
"past","past","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/past_/past__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/past_/past__us_1.ogg"
"past","past","preposition","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/past_/past__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/past_/past__us_1.ogg"
"pastor","pastor","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pas/pasto/pastor__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pas/pasto/pastor__us_1.ogg"
"patch","patch","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patch/patch__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patch/patch__us_1.ogg"
"patent","patent","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/paten/patent__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/paten/patent__us_1.ogg"
"path","path","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/path_/path__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/path_/path__us_1.ogg"
"pathway","pathway","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/pathw/pathway__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/pathw/pathway__us_1.ogg"
"patience","patience","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patie/patience__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patie/patience__us_1.ogg"
"patient","patient","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patie/patient__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patie/patient__us_1.ogg"
"patient","patient","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patie/patient__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patie/patient__us_1.ogg"
"patrol","patrol","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patro/patrol__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patro/patrol__us_1.ogg"
"patrol","patrol","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patro/patrol__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patro/patrol__us_1.ogg"
"patron","patron","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patro/patron__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patro/patron__us_1.ogg"
"pattern","pattern","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pat/patte/pattern__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pat/patte/pattern__us_3.ogg"
"pause","pause","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pau/pause/pause__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pau/pause/pause__us_1.ogg"
"pause","pause","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pau/pause/pause__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pau/pause/pause__us_1.ogg"
"pay","pay","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pay/pay__/pay__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pay/pay__/pay__us_1.ogg"
"pay","pay","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pay/pay__/pay__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pay/pay__/pay__us_1.ogg"
"payment","payment","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pay/payme/payment__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pay/payme/payment__us_1.ogg"
"peace","peace","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pea/peace/peace__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pea/peace/peace__us_1.ogg"
"peaceful","peaceful","adjective","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pea/peace/peaceful__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pea/peace/peaceful__us_1.ogg"
"peak","peak","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pea/peak_/peak__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pea/peak_/peak__us_1.ogg"
"peasant","peasant","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pea/peasa/peasant__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pea/peasa/peasant__us_1.ogg"
"peculiar","peculiar","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pec/pecul/peculiar__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pec/pecul/peculiar__us_1.ogg"
"peer","peer","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pee/peer_/peer__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pee/peer_/peer__us_1.ogg"
"pen","pen","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pen/pen__/pen__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pen/pen__/pen__us_1.ogg"
"penalty","penalty","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pen/penal/penalty__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pen/penal/penalty__us_1.ogg"
"pencil","pencil","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pen/penci/pencil__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pen/penci/pencil__us_1.ogg"
"penny","penny","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pen/penny/penny__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pen/penny/penny__us_2.ogg"
"pension","pension","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pen/pensi/pension__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pen/pensi/pension__us_4.ogg"
"people","people","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/peo/peopl/people__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/peo/peopl/people__us_4.ogg"
"pepper","pepper","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pep/peppe/pepper__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pep/peppe/pepper__us_2.ogg"
"per","per","preposition","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/per__/per__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/per__/per__us_1.ogg"
"per cent","per cent","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/per_c/per_cent_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/per_c/per_cent_1_us_1.ogg"
"per cent","per cent","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/per_c/per_cent_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/per_c/per_cent_1_us_1.ogg"
"per cent","per cent","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/per_c/per_cent_1_gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/per_c/per_cent_1_us_1.ogg"
"perceive","perceive","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perce/perceive__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perce/perceive__us_1.ogg"
"percentage","percentage","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perce/percentage__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perce/percentage__us_2.ogg"
"perception","perception","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perce/perception__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perce/perception__us_1.ogg"
"perfect","perfect","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perfe/perfect__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perfe/perfect__us_1.ogg"
"perfectly","perfectly","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perfe/perfectly__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perfe/perfectly__us_2.ogg"
"perform","perform","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perfo/perform__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perfo/perform__us_2.ogg"
"performance","performance","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perfo/performance__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perfo/performance__us_2.ogg"
"perhaps","perhaps","adverb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perha/perhaps__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perha/perhaps__us_3.ogg"
"period","period","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perio/period__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perio/period__us_2.ogg"
"permanent","permanent","adjective","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perma/permanent__gb_4.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perma/permanent__us_1.ogg"
"permanently","permanently","adverb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perma/permanently__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perma/permanently__us_1.ogg"
"permission","permission","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/permi/permission__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/permi/permission__us_2.ogg"
"permit","permit","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/permi/permit__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/permi/permit__us_2.ogg"
"permit","permit","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/permi/permit__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/permi/permit__us_1.ogg"
"persist","persist","verb","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/persi/persist__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/persi/persist__us_1.ogg"
"persistent","persistent","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/persi/persistent__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/persi/persistent__us_1.ogg"
"person","person","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perso/person__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perso/person__us_2.ogg"
"personal","personal","adjective","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perso/personal__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perso/personal__us_4.ogg"
"personality","personality","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perso/personality__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perso/personality__us_4.ogg"
"personally","personally","adverb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perso/personally__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perso/personally__us_2.ogg"
"personnel","personnel","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/perso/personnel__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/perso/personnel__us_1.ogg"
"perspective","perspective","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/persp/perspective__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/persp/perspective__us_2.ogg"
"persuade","persuade","verb","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/per/persu/persuade__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/per/persu/persuade__us_2.ogg"
"pet","pet","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pet/pet__/pet__gb_5.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pet/pet__/pet__us_2.ogg"
"petition","petition","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pet/petit/petition__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pet/petit/petition__us_1.ogg"
"petrol","petrol","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pet/petro/petrol__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pet/petro/petrol__us_1.ogg"
"phase","phase","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pha/phase/phase__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pha/phase/phase__us_1.ogg"
"phenomenon","phenomenon","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phe/pheno/phenomenon__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phe/pheno/phenomenon__us_1_rr.ogg"
"philosopher","philosopher","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phi/philo/philosopher__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phi/philo/philosopher__us_1.ogg"
"philosophical","philosophical","adjective","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phi/philo/philosophical__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phi/philo/philosophical__us_1.ogg"
"philosophy","philosophy","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phi/philo/philosophy__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phi/philo/philosophy__us_1.ogg"
"phone","phone","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/phone/phone__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/phone/phone__us_1.ogg"
"phone","phone","verb","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/phone/phone__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/phone/phone__us_1.ogg"
"photo","photo","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/photo/photo__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/photo/photo__us_1.ogg"
"photograph","photograph","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/photo/photograph__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/photo/photograph__us_2.ogg"
"photograph","photograph","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/photo/photograph__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/photo/photograph__us_2.ogg"
"photographer","photographer","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/photo/photographer__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/photo/photographer__us_1.ogg"
"photography","photography","noun","b1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pho/photo/photography__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pho/photo/photography__us_1.ogg"
"phrase","phrase","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phr/phras/phrase__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phr/phras/phrase__us_1.ogg"
"physical","physical","adjective","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phy/physi/physical__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phy/physi/physical__us_1.ogg"
"physician","physician","noun","c1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phy/physi/physician__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phy/physi/physician__us_1.ogg"
"physics","physics","noun","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/phy/physi/physics__gb_2.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/phy/physi/physics__us_2.ogg"
"piano","piano","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pia/piano/piano__gb_3.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pia/piano/piano__us_1.ogg"
"pick","pick","noun","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pic/pick_/pick__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pic/pick_/pick__us_1.ogg"
"pick","pick","verb","a2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pic/pick_/pick__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pic/pick_/pick__us_1.ogg"
"picture","picture","noun","a1","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pic/pictu/picture__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pic/pictu/picture__us_2.ogg"
"picture","picture","verb","b2","https://www.oxfordlearnersdictionaries.com/media/english/uk_pron_ogg/p/pic/pictu/picture__gb_1.ogg","https://www.oxfordlearnersdictionaries.com/media/english/us_pron_ogg/p/pic/pictu/picture__us_2.ogg"
